date,sample.bout,Transect,baseline,baseline.rep,Number of Points Along Transect_fromRick,Number of points along transect_ChrissyCalc,Transect_Length,Transect Point,Bank_Location,Hit Number,Family,Species Hit,Surface Hit,Transect Point Soil Surface,VegHit_SoilSurfaceHit,Longevity,Longevity_2,Habit,FunctionalGroup,FunctionalGroup2,Nativity,Cvalue,WIS_WMVC,WIS_GP,WIS_Grouped
7/2/2020,2,B17-25,B17,3,24,28,6.75,2,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-25,B17,3,24,28,6.75,2.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-25,B17,3,24,28,6.75,4,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,0.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,1.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,2.5,middle,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,2.75,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,3.25,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,3.5,middle,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,3.75,middle,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,4,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-37.5,B17,4,24,28,6.75,4.25,middle,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-50,B17,5,26,29,7,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-50,B17,5,26,29,7,0.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-50,B17,5,26,29,7,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B17-50,B17,5,26,29,7,1.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-0,B18,1,28,35,8.5,0,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-0,B18,1,28,35,8.5,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-0,B18,1,28,35,8.5,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-0,B18,1,28,35,8.5,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-0,B18,1,28,35,8.5,1.25,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,0,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,0.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,1.25,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,1.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,1.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,2,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,2.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-12.5,B18,2,24,37,9,2.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,0,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,1.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,1.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,1.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,2,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,2.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,2.75,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-25,B18,3,17,37,9,3,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,0.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,1.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,1.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,1.75,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,2,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,2.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-37.5,B18,4,17,28,6.75,2.5,middle,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,0,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,0.5,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,0.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,1.5,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,2.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,2.5,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,3,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,3.25,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-0,B3,1,34,35,8.5,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-0,B3,1,34,35,8.5,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-10,B3,2,37,41,10,0.75,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-10,B3,2,37,41,10,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-10,B3,2,37,41,10,1.25,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-10,B3,2,37,41,10,1.5,upper,1,Poaceae,Bromus inermis,NULL,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-10,B3,2,37,41,10,1.75,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-10,B3,2,37,41,10,2,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-10,B3,2,37,41,10,2.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-10,B3,2,37,41,10,2.5,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,0,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,0.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,1.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,1.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,2,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,2.25,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,2.5,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,2.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,3,middle,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,3.25,middle,1,Poaceae,Bromus inermis,NULL,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,3.5,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-20,B3,3,37,35,8.5,4.75,middle,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-29,B3,4,37,37,9,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-29,B3,4,37,37,9,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-29,B3,4,37,37,9,1.25,upper,2,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-29,B3,4,37,37,9,1.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,0,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,0.5,upper,1,Poaceae,Bromus inermis,NULL,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,0.75,upper,2,Poaceae,Bromus inermis,NULL,downed woody debris,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,1,upper,1,Poaceae,Bromus inermis,NULL,downed woody debris,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,1.25,upper,1,Poaceae,Bromus inermis,NULL,downed woody debris,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,1.5,upper,1,Poaceae,Bromus inermis,NULL,downed woody debris,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,1.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B3-41,B3,5,37,37,9,2,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,0,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,0.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,1,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,1.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,1.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,1.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,2,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-0,B5,1,18,29,7,2.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-25,B5,3,17,29,7,0,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-25,B5,3,17,29,7,0.25,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-25,B5,3,17,29,7,0.5,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
6/29/2020,2,B5-25,B5,3,17,29,7,0.75,upper,1,Poaceae,Bromus inermis,NULL,litter,Bromus inermis,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,UPL,UPL,FACU-UPL
