Org_trayID,Full_TrayID,Baseline,TrayID,Transect_ID,Bank_Location,Germinant ID,Family,Genus,Species,Specific Epithet_wconservative cf,SPECIFIC_EPITHET_FINAL,WIS_Grouped,WIS,Longevity_1,Longevity_2,Habit,Functional_Group_1,Functional_Group_2,Nativity,Cultivar_Noxious,C_Value,C_Value_2
7,B7_0_BOTTOM,B7,0,B7-0,Lower,G8,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
7,B7_0_BOTTOM,B7,0,B7-0,Lower,G10,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
15,B13_50_BOTTOM,B13,50,B13-50,Lower,G2,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
17,B14_25_BOTTOM,B14,25,B14-25,Lower,G16,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
17,B14_25_BOTTOM,B14,25,B14-25,Lower,G17,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
40,B13_0_MIDDLE,B13,0,B13-0,Middle,G5,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
44,B14_25_MIDDLE,B14,25,B14-25,Middle,G2,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
48,B15_50_MIDDLE,B15,50,B15-50,Middle,G2,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
53,B18_25_MIDDLE,B18,25,B18-25,Middle,G26,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
53,B18_25_MIDDLE,B18,25,B18-25,Middle,G27,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
79,B18_0_TOP,B18,0,B18-0,Upper,G2,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
20,B15_25_BOTTOM,B15,25,B15-25,Lower,G5,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
21,B15_50_BOTTOM,B15,50,B15-50,Lower,G26,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
21,B15_50_BOTTOM,B15,50,B15-50,Lower,G21,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
24,B17_50_BOTTOM,B17,50,B17-50,Lower,G5,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
24,B17_50_BOTTOM,B17,50,B17-50,Lower,G6,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
71,B14_25_TOP,B14,25,B14-25,Upper,G4,Rosaceae,Duchesnea,indica,Duchesnea indica,Duchesnea indica,FACU-UPL,UPL,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Introduced,Cultivar,NA,NA
16,B14_0_BOTTOM,B14,0,B14-0,Lower,G3,Poaceae,Echinochloa,crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Introduced,NA,0,0
6,B5_50_BOTTOM,B5,50,B5-50,Lower,G3,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
39,B10_50_MIDDLE,B10,50,B10-50,Middle,G3,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
44,B14_25_MIDDLE,B14,25,B14-25,Middle,G7,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
59,B5_25_TOP,B5,25,B5-25,Upper,G2,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
73,B15_0_TOP,B15,0,B15-0,Upper,G6,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
19,B15_0_BOTTOM,B15,0,B15-0,Lower,G3,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
23,B17_25_BOTTOM,B17,25,B17-25,Lower,G1,Poaceae,cf. Eragrostis,pectinacea,cf. Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
23,B17_25_BOTTOM,B17,25,B17-25,Lower,G9,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
24,B17_50_BOTTOM,B17,50,B17-50,Lower,G4,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
24,B17_50_BOTTOM,B17,50,B17-50,Lower,G8,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
48,B15_50_MIDDLE,B15,50,B15-50,Middle,G11,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
66,B10_50_TOP,B10,50,B10-50,Upper,G1,Poaceae,Hordeum,murinum,Hordeum murinum,Hordeum murinum,FACU-UPL,FACU,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Introduced,NA,0,0
70,B14_0_TOP,B14,0,B14-0,Upper,G7,Poaceae,Hordeum,murinum,Hordeum murinum,Hordeum murinum,FACU-UPL,FACU,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Introduced,NA,0,0
70,B14_0_TOP,B14,0,B14-0,Upper,G6,Poaceae,Hordeum,murinum,Hordeum murinum,Hordeum murinum,FACU-UPL,FACU,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Introduced,NA,0,0
14,B13_25_BOTTOM,B13,25,B13-25,Lower,G2,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13-25,Lower,G3,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13-25,Lower,G4,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13-25,Lower,G5,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13-25,Lower,G6,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13-25,Lower,G1,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13-25,Lower,U1,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13-25,Lower,U2,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13-25,Lower,U3,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
7,B7_0_BOTTOM,B7,0,B7-0,Lower,U1,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U1,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U2,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U3,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U4,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U5,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U6,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U7,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U8,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U9,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U10,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U11,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U12,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U13,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U14,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U15,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U16,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U17,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U18,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U19,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U20,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U21,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U22,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U23,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U24,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U25,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U26,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U27,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U28,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U29,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U30,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U31,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U32,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U33,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U34,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U35,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U36,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U37,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U38,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U39,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U40,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U41,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U42,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U43,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U44,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U45,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U46,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U47,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U48,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U49,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U50,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U51,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U52,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U53,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U54,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U55,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U56,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U57,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U58,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U59,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U60,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U61,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15-0,Lower,U62,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
