Org_trayID,Full_TrayID,Baseline,TrayID,Transect_ID,Bank_Gradient,Germinant ID,Family,Genus,Species,Specific Epithet_wconservative cf,SPECIFIC_EPITHET_FINAL,WIS_Grouped,WIS,Longevity_1,Longevity_2,Habit,Functional_Group_1,Functional_Group_2,Origin,Cultivar_Noxious,C_Value,C_Value_2
63,B7_50_TOP,B7,50,B7_50,TOP,G20,Poaceae,cf. Dactylis,glomerata,cf. Dactylis glomerata,Dactylis glomerata,FACU-UPL,FACU,Perennial,Long-lived,Graminoid,Perennial Graminoid,Long-lived Graminoid,Introduced,NA,0,0
6,B5_50_BOTTOM,B5,50,B5_50,BOTTOM,G2,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
15,B13_50_BOTTOM,B13,50,B13_50,BOTTOM,G2,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
17,B14_25_BOTTOM,B14,25,B14_25,BOTTOM,G16,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
17,B14_25_BOTTOM,B14,25,B14_25,BOTTOM,G17,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
40,B13_0_MIDDLE,B13,0,B13_0,MIDDLE,G5,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G26,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G27,Brassicaceae,Descurainia,cf. sophia,Descurainia cf. sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
7,B7_0_BOTTOM,B7,0,B7_0,BOTTOM,G8,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
7,B7_0_BOTTOM,B7,0,B7_0,BOTTOM,G10,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
44,B14_25_MIDDLE,B14,25,B14_25,MIDDLE,G2,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
48,B15_50_MIDDLE,B15,50,B15_50,MIDDLE,G2,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
79,B18_0_TOP,B18,0,B18_0,TOP,G2,Brassicaceae,Descurainia,sophia,Descurainia sophia,Descurainia sophia,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
71,B14_25_TOP,B14,25,B14_25,TOP,G4,Rosaceae,Duchesnea,indica,Duchesnea indica,Duchesnea indica,FACU-UPL,UPL,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Introduced,Cultivar,NA,NA
16,B14_0_BOTTOM,B14,0,B14_0,BOTTOM,G3,Poaceae,Echinochloa,crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Introduced,NA,0,0
6,B5_50_BOTTOM,B5,50,B5_50,BOTTOM,G3,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
39,B10_50_MIDDLE,B10,50,B10_50,MIDDLE,G3,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
44,B14_25_MIDDLE,B14,25,B14_25,MIDDLE,G7,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
59,B5_25_TOP,B5,25,B5_25,TOP,G2,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
73,B15_0_TOP,B15,0,B15_0,TOP,G6,Onagraceae,Epilobium,ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,Epilobium ciliatum ssp. ciliatum,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,3,3
23,B17_25_BOTTOM,B17,25,B17_25,BOTTOM,G1,Poaceae,cf. Eragrostis,pectinacea,cf. Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,G3,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
23,B17_25_BOTTOM,B17,25,B17_25,BOTTOM,G9,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
24,B17_50_BOTTOM,B17,50,B17_50,BOTTOM,G4,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
24,B17_50_BOTTOM,B17,50,B17_50,BOTTOM,G8,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
48,B15_50_MIDDLE,B15,50,B15_50,MIDDLE,G11,Poaceae,Eragrostis,pectinacea,Eragrostis pectinacea,Eragrostis pectinacea,FAC,FAC,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,1,1
66,B10_50_TOP,B10,50,B10_50,TOP,G1,Poaceae,Hordeum,murinum,Hordeum murinum,Hordeum murinum,FACU-UPL,FACU,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Introduced,NA,0,0
70,B14_0_TOP,B14,0,B14_0,TOP,G7,Poaceae,Hordeum,murinum,Hordeum murinum,Hordeum murinum,FACU-UPL,FACU,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Introduced,NA,0,0
70,B14_0_TOP,B14,0,B14_0,TOP,G6,Poaceae,Hordeum,murinum,Hordeum murinum,Hordeum murinum,FACU-UPL,FACU,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Introduced,NA,0,0
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,G2,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,G3,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,G4,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,G5,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,G6,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,G1,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,U1,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,U2,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
14,B13_25_BOTTOM,B13,25,B13_25,BOTTOM,U3,Juncaceae,Juncus,bufonius,Juncus bufonius,Juncus bufonius,FACW-OBL,OBL,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,3,3
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,G15,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,G16,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,G17,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,G20,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,G21,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,G22,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,G23,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,G3,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
27,B18_50_BOTTOM,B18,50,B18_50,BOTTOM,G7,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
30,B3_41_MIDDLE,B3,41,B3_41,MIDDLE,G4,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
30,B3_41_MIDDLE,B3,41,B3_41,MIDDLE,G5,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
31,B5_0_MIDDLE,B5,0,B5_0,MIDDLE,G2,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
38,B10_25_MIDDLE,B10,25,B10_25,MIDDLE,G6,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
39,B10_50_MIDDLE,B10,50,B10_50,MIDDLE,G2,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
40,B13_0_MIDDLE,B13,0,B13_0,MIDDLE,G7,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
43,B14_0_MIDDLE,B14,0,B14_0,MIDDLE,G4,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
43,B14_0_MIDDLE,B14,0,B14_0,MIDDLE,G5,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,,Graminoid,NA Graminoid, Graminoid,NA,NA,NA,NA
43,B14_0_MIDDLE,B14,0,B14_0,MIDDLE,G6,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
43,B14_0_MIDDLE,B14,0,B14_0,MIDDLE,G3,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
49,B17_0_MIDDLE,B17,0,B17_0,MIDDLE,G3,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G23,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G24,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G30,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G32,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G34,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G33,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
53,B18_25_MIDDLE,B18,25,B18_25,MIDDLE,G35,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
59,B5_25_TOP,B5,25,B5_25,TOP,G1,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
68,B13_25_TOP,B13,25,B13_25,TOP,G12,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
69,B13_50_TOP,B13,50,B13_50,TOP,G2,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
73,B15_0_TOP,B15,0,B15_0,TOP,G4,Juncaceae,cf. Juncus,sp.,cf. Juncus sp.,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
7,B7_0_BOTTOM,B7,0,B7_0,BOTTOM,U1,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U1,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U2,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U3,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U4,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U5,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U6,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U7,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U8,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U9,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U10,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U11,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U12,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U13,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U14,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U15,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U16,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U17,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U18,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U19,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U20,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U21,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U22,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U23,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U24,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U25,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U26,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U27,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U28,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U29,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U30,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U31,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U32,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
